matrix_size,function_name,time
226,better_multiplication,1.962823
226,BLAS,0.818195
226,naive_multiplication,2.561517
226,better_multiplication,1.957712
226,BLAS,0.815286
226,naive_multiplication,3.577100
226,better_multiplication,1.957595
226,BLAS,0.819039
231,naive_multiplication,2.778074
231,better_multiplication,2.090502
231,BLAS,0.873735
231,naive_multiplication,3.375158
231,better_multiplication,2.485375
231,BLAS,0.878442
231,naive_multiplication,2.760804
231,better_multiplication,2.089477
231,BLAS,0.875240
231,naive_multiplication,2.963436
231,better_multiplication,2.956841
231,BLAS,0.873821
231,naive_multiplication,2.763511
231,better_multiplication,2.092371
231,BLAS,0.873232
231,naive_multiplication,2.760858
231,better_multiplication,2.863642
231,BLAS,1.108722
231,naive_multiplication,2.762692
231,better_multiplication,2.089752
231,BLAS,0.873565
231,naive_multiplication,2.763181
231,better_multiplication,2.438701
231,BLAS,1.265936
231,naive_multiplication,3.016065
231,better_multiplication,2.096144
231,BLAS,0.877827
231,naive_multiplication,2.761132
231,better_multiplication,2.142182
231,BLAS,1.225458
236,naive_multiplication,3.553764
236,better_multiplication,2.237278
236,BLAS,0.918963
236,naive_multiplication,2.894925
236,better_multiplication,2.229491
236,BLAS,1.163400
236,naive_multiplication,3.646848
236,better_multiplication,2.229161
236,BLAS,0.918667
236,naive_multiplication,2.895993
236,better_multiplication,2.228212
236,BLAS,1.028542
236,naive_multiplication,3.833351
236,better_multiplication,2.235178
236,BLAS,0.919666
236,naive_multiplication,2.895559
236,better_multiplication,2.230982
236,BLAS,0.934947
236,naive_multiplication,3.873062
236,better_multiplication,2.228535
236,BLAS,0.920794
236,naive_multiplication,2.899234
236,better_multiplication,2.234546
236,BLAS,0.922772
236,naive_multiplication,3.896587
236,better_multiplication,2.232694
236,BLAS,0.918174
236,naive_multiplication,2.902428
236,better_multiplication,2.228686
236,BLAS,0.918520
241,naive_multiplication,4.386818
241,better_multiplication,2.377297
241,BLAS,0.993368
241,naive_multiplication,3.379312
241,better_multiplication,2.374422
241,BLAS,1.274808
241,naive_multiplication,4.136900
241,better_multiplication,2.379577
241,BLAS,0.992738
241,naive_multiplication,3.376738
241,better_multiplication,2.735966
241,BLAS,1.447990
241,naive_multiplication,3.554597
241,better_multiplication,2.385950
241,BLAS,0.994601
241,naive_multiplication,3.378791
241,better_multiplication,3.276675
241,BLAS,1.118405
241,naive_multiplication,3.401160
241,better_multiplication,2.376351
241,BLAS,0.992190
241,naive_multiplication,3.742124
241,better_multiplication,3.036418
241,BLAS,0.992366
241,naive_multiplication,3.388104
241,better_multiplication,2.374467
241,BLAS,0.992320
241,naive_multiplication,4.242988
241,better_multiplication,2.517292
241,BLAS,0.991736
246,naive_multiplication,3.414743
246,better_multiplication,2.526394
246,BLAS,1.051684
246,naive_multiplication,4.474642
246,better_multiplication,2.526811
246,BLAS,1.050913
246,naive_multiplication,3.417109
246,better_multiplication,2.746212
246,BLAS,1.519867
246,naive_multiplication,3.717004
246,better_multiplication,2.532368
246,BLAS,1.050913
246,naive_multiplication,3.421767
246,better_multiplication,3.498451
246,BLAS,1.102540
246,naive_multiplication,3.450876
246,better_multiplication,2.529867
246,BLAS,1.059097
246,naive_multiplication,4.002231
246,better_multiplication,2.955426
246,BLAS,1.057682
246,naive_multiplication,3.414952
246,better_multiplication,2.526521
246,BLAS,1.052504
246,naive_multiplication,4.472388
246,better_multiplication,2.524306
246,BLAS,1.055740
246,naive_multiplication,3.421210
246,better_multiplication,2.567264
246,BLAS,1.528413
251,naive_multiplication,4.275459
251,better_multiplication,2.683266
251,BLAS,1.121640
251,naive_multiplication,3.879765
251,better_multiplication,3.605040
251,BLAS,1.122800
251,naive_multiplication,3.807995
251,better_multiplication,2.683890
251,BLAS,1.124418
251,naive_multiplication,4.808484
251,better_multiplication,2.687360
251,BLAS,1.121160
251,naive_multiplication,3.797617
251,better_multiplication,3.104297
251,BLAS,1.635838
251,naive_multiplication,3.843773
251,better_multiplication,2.682304
251,BLAS,1.121387
251,naive_multiplication,4.303239
251,better_multiplication,3.197178
251,BLAS,1.122059
251,naive_multiplication,3.803348
251,better_multiplication,2.681988
251,BLAS,1.181456
251,naive_multiplication,4.798499
251,better_multiplication,2.693773
251,BLAS,1.121464
251,naive_multiplication,3.807810
251,better_multiplication,3.560084
251,BLAS,1.249460
256,naive_multiplication,5.795900
256,better_multiplication,2.848546
256,BLAS,1.446182
256,naive_multiplication,6.557123
256,better_multiplication,2.850792
256,BLAS,1.208673
256,naive_multiplication,6.791140
256,better_multiplication,2.848796
256,BLAS,1.208510
256,naive_multiplication,6.382560
256,better_multiplication,3.329958
256,BLAS,1.212924
256,naive_multiplication,5.799490
256,better_multiplication,3.598107
256,BLAS,1.466703
256,naive_multiplication,5.802323
256,better_multiplication,2.927226
256,BLAS,1.382938
256,naive_multiplication,6.606200
256,better_multiplication,2.848873
256,BLAS,1.210394
256,naive_multiplication,6.862880
256,better_multiplication,2.859509
256,BLAS,1.210109
256,naive_multiplication,6.356243
256,better_multiplication,3.295281
256,BLAS,1.209570
256,naive_multiplication,5.802581
256,better_multiplication,3.560095
256,BLAS,1.508802
261,naive_multiplication,4.237725
261,better_multiplication,3.022638
261,BLAS,1.263634
261,naive_multiplication,5.239032
261,better_multiplication,3.016854
261,BLAS,1.261676
261,naive_multiplication,4.244470
261,better_multiplication,4.031446
261,BLAS,1.263492
261,naive_multiplication,4.241214
261,better_multiplication,3.016279
261,BLAS,1.261297
261,naive_multiplication,5.301200
261,better_multiplication,3.017734
261,BLAS,1.262018
261,naive_multiplication,4.323842
261,better_multiplication,3.940583
261,BLAS,1.267951
261,naive_multiplication,4.240495
261,better_multiplication,3.038951
261,BLAS,1.530504
261,naive_multiplication,5.029133
261,better_multiplication,3.062907
261,BLAS,1.273274
261,naive_multiplication,4.753998
261,better_multiplication,3.510550
261,BLAS,1.262889
261,naive_multiplication,4.322690
261,better_multiplication,3.173784
261,BLAS,1.845203
266,naive_multiplication,4.723706
266,better_multiplication,3.192588
266,BLAS,1.330990
266,naive_multiplication,5.477800
266,better_multiplication,3.201320
266,BLAS,1.330489
266,naive_multiplication,4.471761
266,better_multiplication,4.195927
266,BLAS,1.331384
266,naive_multiplication,4.476244
266,better_multiplication,3.194510
266,BLAS,1.589930
266,naive_multiplication,5.337977
266,better_multiplication,3.204335
266,BLAS,1.332113
266,naive_multiplication,5.257024
266,better_multiplication,3.427845
266,BLAS,1.331582
266,naive_multiplication,4.471407
266,better_multiplication,3.894904
266,BLAS,1.634392
266,naive_multiplication,4.480013
266,better_multiplication,3.195063
266,BLAS,1.329714
266,naive_multiplication,5.537876
266,better_multiplication,3.198104
266,BLAS,1.331159
266,naive_multiplication,4.773371
266,better_multiplication,3.902270
266,BLAS,1.332806
271,naive_multiplication,4.844978
271,better_multiplication,3.867542
271,BLAS,1.944606
271,naive_multiplication,4.842915
271,better_multiplication,3.376794
271,BLAS,1.412415
271,naive_multiplication,5.908340
271,better_multiplication,3.379426
271,BLAS,1.412841
271,naive_multiplication,5.694876
271,better_multiplication,3.545449
271,BLAS,1.414563
271,naive_multiplication,4.853773
271,better_multiplication,4.391608
271,BLAS,1.428682
271,naive_multiplication,4.846532
271,better_multiplication,3.389972
271,BLAS,1.959338
271,naive_multiplication,5.283976
271,better_multiplication,3.384383
271,BLAS,1.412109
271,naive_multiplication,5.855059
271,better_multiplication,3.382156
271,BLAS,1.412701
271,naive_multiplication,5.116798
271,better_multiplication,4.100804
271,BLAS,1.413851
271,naive_multiplication,4.838895
271,better_multiplication,3.941145
271,BLAS,1.914189
276,naive_multiplication,4.970641
276,better_multiplication,3.572179
276,BLAS,1.613054
276,naive_multiplication,5.821982
276,better_multiplication,3.651609
276,BLAS,1.478984
276,naive_multiplication,6.006301
276,better_multiplication,3.569296
276,BLAS,1.475397
276,naive_multiplication,5.303008
276,better_multiplication,4.253852
276,BLAS,1.470428
276,naive_multiplication,4.968816
276,better_multiplication,4.435161
276,BLAS,1.611371
276,naive_multiplication,4.970278
276,better_multiplication,3.569895
276,BLAS,1.979751
276,naive_multiplication,5.520091
276,better_multiplication,3.578497
276,BLAS,1.470656
276,naive_multiplication,5.973556
276,better_multiplication,3.573960
276,BLAS,1.471812
276,naive_multiplication,5.581765
276,better_multiplication,3.960768
276,BLAS,1.471470
276,naive_multiplication,4.965686
276,better_multiplication,4.574870
276,BLAS,1.470185
281,naive_multiplication,5.348382
281,better_multiplication,4.107418
281,BLAS,2.246469
281,naive_multiplication,5.362680
281,better_multiplication,3.791686
281,BLAS,1.870500
281,naive_multiplication,6.124170
281,better_multiplication,3.777043
281,BLAS,1.576184
281,naive_multiplication,6.356824
281,better_multiplication,3.765021
281,BLAS,1.576198
281,naive_multiplication,6.348253
281,better_multiplication,3.769772
281,BLAS,1.577040
281,naive_multiplication,5.839781
281,better_multiplication,4.346580
281,BLAS,1.580570
281,naive_multiplication,5.355671
281,better_multiplication,4.770798
281,BLAS,1.601651
281,naive_multiplication,5.358965
281,better_multiplication,4.521273
281,BLAS,1.899001
281,naive_multiplication,5.359128
281,better_multiplication,3.769784
281,BLAS,2.261229
281,naive_multiplication,5.658432
281,better_multiplication,3.766000
281,BLAS,1.576352
286,naive_multiplication,6.781227
286,better_multiplication,3.970624
286,BLAS,1.654762
286,naive_multiplication,6.842990
286,better_multiplication,3.979452
286,BLAS,1.655291
286,naive_multiplication,6.783019
286,better_multiplication,3.978542
286,BLAS,1.658392
286,naive_multiplication,6.781466
286,better_multiplication,4.053921
286,BLAS,1.653499
286,naive_multiplication,6.619139
286,better_multiplication,4.126526
286,BLAS,1.654482
286,naive_multiplication,6.171723
286,better_multiplication,4.661510
286,BLAS,1.658013
286,naive_multiplication,5.787435
286,better_multiplication,4.997334
286,BLAS,1.657487
286,naive_multiplication,5.783611
286,better_multiplication,4.983459
286,BLAS,1.655901
286,naive_multiplication,5.791078
286,better_multiplication,4.939827
286,BLAS,1.748923
286,naive_multiplication,5.782399
286,better_multiplication,4.476164
286,BLAS,2.151368
291,naive_multiplication,5.998484
291,better_multiplication,4.441765
291,BLAS,2.502085
291,naive_multiplication,6.005304
291,better_multiplication,4.235773
291,BLAS,2.557358
291,naive_multiplication,6.211001
291,better_multiplication,4.192468
291,BLAS,2.436240
291,naive_multiplication,6.302276
291,better_multiplication,4.185326
291,BLAS,2.275897
291,naive_multiplication,6.511696
291,better_multiplication,4.201064
291,BLAS,2.062238
291,naive_multiplication,6.732938
291,better_multiplication,4.195706
291,BLAS,1.897423
291,naive_multiplication,6.858847
291,better_multiplication,4.184100
291,BLAS,1.751138
291,naive_multiplication,7.004443
291,better_multiplication,4.187404
291,BLAS,1.754179
291,naive_multiplication,7.005864
291,better_multiplication,4.187987
291,BLAS,1.750925
291,naive_multiplication,7.064324
291,better_multiplication,4.196513
291,BLAS,1.750325
296,naive_multiplication,7.716677
296,better_multiplication,4.419528
296,BLAS,1.815827
296,naive_multiplication,7.704410
296,better_multiplication,4.402731
296,BLAS,1.815277
296,naive_multiplication,7.670222
296,better_multiplication,4.406472
296,BLAS,1.902888
296,naive_multiplication,7.564619
296,better_multiplication,4.407457
296,BLAS,2.139975
296,naive_multiplication,7.500238
296,better_multiplication,4.412671
296,BLAS,2.445369
296,naive_multiplication,7.029536
296,better_multiplication,4.559691
296,BLAS,2.635781
296,naive_multiplication,6.758941
296,better_multiplication,4.752100
296,BLAS,2.495684
296,naive_multiplication,6.671043
296,better_multiplication,4.951657
296,BLAS,2.271717
296,naive_multiplication,6.666317
296,better_multiplication,5.246120
296,BLAS,2.038362
296,naive_multiplication,6.677272
296,better_multiplication,5.405891
296,BLAS,1.816410
